S0101_C01_001E,S0101_C01_021E,S0101_C01_023E,S0101_C01_007_8E,S0101_C01_009_11E,S0101_C01_012_14E,S0101_C01_030E,S0101_C03_001E,S0101_C05_001E,FIPS,STATEFP,COUNTYFP,TRACTCE
1.0,0.04992003655471784,0.09287183002056203,0.12988348183687456,0.1859721270276445,0.1505597441169751,0.1720356408498972,0.48743431574137536,0.5125656842586246,48027021700,48,027,021700
1.0,0.05292864749733759,0.08700745473908413,0.1470713525026624,0.20564430244941426,0.15729499467518637,0.11235356762513313,0.4933972310969116,0.5066027689030884,48027021800,48,027,021800
1.0,0.042432814710042434,0.11315417256011315,0.12305516265912306,0.19123055162659122,0.1799151343705799,0.18500707213578502,0.49985855728429984,0.5001414427157002,48027021901,48,027,021901
1.0,0.05865553602811951,0.08029437609841827,0.13862038664323376,0.2520869947275923,0.16706942003514938,0.08842267135325131,0.5381151142355008,0.4618848857644991,48027021903,48,027,021903
1.0,0.04368651416301924,0.061276736311834175,0.15492608803369395,0.2385828722437856,0.16747873482533654,0.08266578577917251,0.489470641671484,0.510529358328516,48027021904,48,027,021904
1.0,0.04645476772616137,0.11772616136919316,0.10012224938875305,0.21833740831295845,0.18875305623471883,0.09486552567237164,0.49425427872860633,0.5057457212713936,48027022000,48,027,022000
1.0,0.023039329764952293,0.1289271584826623,0.21875727251570865,0.16150802885734233,0.15894810332790318,0.10588782871771003,0.48661857109611356,0.5133814289038864,48027022101,48,027,022101
1.0,0.05470963172804533,0.12411473087818697,0.20184135977337112,0.17351274787535412,0.1334985835694051,0.044794617563739376,0.5118626062322946,0.4881373937677054,48027022103,48,027,022103
1.0,0.021448999046711152,0.10843660629170639,0.24213536701620592,0.14704480457578648,0.17254528122020973,0.111534795042898,0.44876072449952337,0.5512392755004767,48027022104,48,027,022104
1.0,0.038553069966682535,0.06282722513089005,0.2903379343169919,0.12660637791527843,0.14802475011899097,0.07996192289386006,0.4788196097096621,0.5211803902903379,48027022105,48,027,022105
1.0,0.042175360710321866,0.1623196448390677,0.2702552719200888,0.15288568257491675,0.09600443951165372,0.05715871254162042,0.5005549389567148,0.49944506104328523,48027022200,48,027,022200
1.0,0.04556291390728477,0.14490066225165563,0.2029139072847682,0.1576158940397351,0.13562913907284768,0.10172185430463576,0.4503311258278146,0.5496688741721855,48027022300,48,027,022300
1.0,0.02471871803614047,0.031878622570746674,0.2748039549948858,0.11285373337879305,0.16723491305830207,0.09921581997954312,0.4924991476304125,0.5075008523695874,48027022401,48,027,022401
1.0,0.04577553593947037,0.08915510718789407,0.1596469104665826,0.23076923076923078,0.14136191677175283,0.04514501891551072,0.4784363177805801,0.52156368221942,48027022402,48,027,022402
1.0,0.07005253940455342,0.09916812609457093,0.17753940455341505,0.18345008756567427,0.19439579684763572,0.0542907180385289,0.4912434325744308,0.5087565674255692,48027022403,48,027,022403
1.0,0.06425594838015862,0.09006586906842318,0.17112515123000402,0.19827933862078237,0.15875789756687728,0.06533136174216965,0.4854147062777255,0.5145852937222745,48027022404,48,027,022404
1.0,0.035221323179438366,0.2865302237029986,0.21941932413136603,0.13802950975725845,0.12184673964778676,0.06473108043788672,0.5435506901475488,0.4564493098524512,48027022405,48,027,022405
1.0,0.046926635822868476,0.0908790482485129,0.20456047587574355,0.13086582947785855,0.17481824190350298,0.14970257766027759,0.46827495042961004,0.5317250495703899,48027022501,48,027,022501
